deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target
23.3,55.2,1.7511,1633.8,1624.9,473.7,2336.7,1686.0,30.8
7.5,89.1,0.8557,1232.3,1261.8,516.5,1507.9,1520.0,17.8
21.8,63.3,1.6721,918.6,840.3,775.7,1490.9,876.5,5.7
10.0,58.6,0.7281,1092.0,1070.0,720.0,1294.0,1076.1,12.0
21.0,44.1,1.039,1352.6,1098.9,637.0,1892.7,1473.6,15.9
23.8,32.6,0.2213,1176.9,409.0,1861.7,613.3,607.7,0.1
17.8,59.6,1.2635,927.4,922.5,836.4,1804.4,976.1,8.7
20.3,47.3,1.0872,1308.5,1260.7,614.5,1865.8,1545.3,18.6
16.6,46.3,0.8819,1024.1,832.2,1038.0,1392.6,559.6,5.8
4.2,77.2,0.689,1217.4,1306.3,520.9,1555.0,1326.3,21.1
22.9,62.7,1.6889,1688.5,1850.3,377.0,2511.7,1880.6,41.8
24.7,55.2,1.7026,1008.9,795.8,671.2,1528.3,896.8,6.4
12.8,87.3,1.1848,993.6,814.1,919.7,1588.1,866.3,5.2
13.3,36.0,0.5251,1068.0,1111.3,717.2,1360.0,1345.0,14.1
35.6,20.4,1.0399,938.9,1000.5,795.2,1527.0,652.8,9.5
17.2,50.2,1.0236,1076.7,954.8,854.5,1672.3,755.8,9.0
23.0,60.2,1.5442,1046.4,824.5,706.8,1326.3,971.0,6.4
16.8,74.3,1.4054,1263.4,1330.2,516.5,1860.0,1322.6,20.5
16.6,35.3,0.6627,1387.2,1325.0,567.1,1573.5,1607.4,20.2
37.5,15.9,1.1705,1321.1,1218.3,602.9,1853.2,1468.1,21.7
36.0,21.0,1.3067,918.8,783.1,1007.3,1303.9,550.0,4.8
28.4,54.5,1.8058,846.9,648.2,971.0,1475.0,776.0,3.6
27.1,47.1,1.7101,1534.0,1412.3,478.7,1931.4,1619.0,21.4
23.5,28.1,0.8225,1056.5,1175.1,913.0,1821.8,1059.4,16.7
25.8,36.3,1.3319,985.2,1017.4,841.0,1624.3,916.9,9.8
27.2,27.3,0.9688,977.1,717.8,1149.2,1477.4,549.2,4.8
18.5,61.9,1.311,920.1,722.9,919.0,1326.6,751.4,5.2
22.7,46.1,1.1493,782.8,686.4,1022.7,1355.4,611.8,3.1
18.1,66.8,1.4826,1199.0,1109.8,704.9,2055.9,1208.4,14.3
16.3,43.1,0.8341,1239.7,946.6,835.3,1507.8,1284.2,10.2
23.6,49.1,1.5951,1282.0,1092.8,606.6,1631.2,1189.8,11.7
25.2,44.1,1.3834,1348.4,1300.0,562.0,1919.0,1571.6,17.1
20.8,44.8,1.0899,720.8,602.9,1239.9,1190.0,496.1,2.3
20.2,47.6,1.0371,1223.0,1041.5,809.8,1537.0,1237.5,13.3
25.9,35.8,1.2233,1122.1,1228.5,713.4,1969.8,1348.5,16.0
9.6,77.1,0.9129,902.1,700.9,1121.0,1377.6,833.6,3.8
22.4,53.4,1.3682,858.6,648.7,1139.7,1505.9,624.8,2.5
17.2,61.2,1.3529,776.6,616.7,1168.0,1213.1,640.5,2.2
32.1,13.6,0.7502,1074.0,1333.5,822.6,1759.7,1119.6,18.9
24.7,33.5,0.2282,1045.6,401.3,1832.1,593.1,591.2,0.1
21.3,43.7,1.0859,1102.9,1116.0,635.0,1784.6,1548.6,16.9
7.5,76.1,0.7766,1259.3,1099.2,634.4,1264.2,1663.4,11.3
17.8,57.4,1.1633,1114.9,929.8,901.9,1530.8,1173.9,8.4
22.9,41.0,1.0983,789.9,648.0,1282.7,1399.9,496.3,3.4
24.2,43.3,1.1884,951.0,907.5,929.1,1387.0,949.0,8.6
23.0,56.9,1.5349,1645.3,1508.2,413.2,2205.2,1717.4,31.0
13.4,80.7,1.1619,865.9,691.1,1215.9,1408.3,621.3,3.0
17.9,23.5,0.5319,917.7,665.0,1362.1,1200.9,479.1,3.6
18.6,72.5,1.5372,1112.8,952.6,667.3,1583.7,1092.0,10.3
41.9,15.2,1.1944,1237.2,1136.2,713.4,1775.0,1187.6,15.5
21.3,64.4,1.5463,1414.5,1440.6,441.5,1996.8,1685.6,28.2
14.0,64.1,1.0699,1104.8,825.0,725.7,1313.8,858.5,6.1
20.9,60.2,1.4852,1615.4,1201.8,669.8,2181.8,1404.0,16.9
20.8,65.4,1.6201,1214.9,836.6,667.4,1440.6,1106.7,7.7
34.8,29.9,1.3842,1166.0,906.2,708.1,1417.3,873.2,8.6
17.6,75.1,1.5661,1231.9,1151.2,599.9,1758.5,1224.0,12.8
16.7,35.7,0.6965,1196.0,1198.9,790.5,1574.5,1243.0,14.0
20.0,70.0,1.5959,1143.4,951.3,620.3,1655.8,1067.8,11.1
25.9,43.6,1.5119,1085.8,924.4,708.9,1643.1,1194.1,10.1
17.3,39.0,0.7236,899.6,583.7,1372.9,1289.0,399.0,2.6
21.0,51.0,1.2093,980.0,900.6,861.4,1770.1,1038.3,9.6
12.9,84.2,1.3449,939.3,647.9,984.8,1275.8,734.4,2.6
35.7,23.6,1.2989,960.7,836.6,770.9,1559.0,818.9,7.7
25.0,31.5,0.919,870.0,814.8,945.8,1426.0,822.6,6.3
12.3,27.5,0.4233,963.5,1117.9,732.5,1338.8,1107.6,16.9
16.7,33.7,0.6752,898.6,674.1,1197.8,1317.8,432.2,2.8
20.0,73.8,1.607,1250.1,1100.3,653.5,1720.4,1198.1,12.4
21.5,44.9,1.1635,1107.4,952.3,631.5,1537.0,1153.5,10.8
23.7,31.8,0.8814,1605.4,1277.8,658.0,2088.8,1315.1,20.4
46.1,12.2,1.183,1181.2,1193.6,734.6,1720.2,1092.5,14.3
23.7,27.6,0.7446,1497.9,1391.5,725.8,1898.3,1341.1,21.5
13.7,15.6,0.2756,888.0,1039.3,805.4,983.8,1011.9,11.2
19.4,30.7,0.7545,984.0,873.6,992.6,1494.6,616.9,6.4
19.8,40.3,0.9489,1088.9,1068.1,756.5,1486.2,895.0,11.8
14.3,62.4,1.105,907.5,603.6,1045.4,1167.9,785.5,2.7
35.9,21.1,1.1067,905.8,883.5,828.4,1536.0,740.5,9.3
11.3,60.4,0.8803,1262.4,1244.2,722.0,1801.3,1284.8,15.1
12.5,75.8,1.0843,1114.0,776.0,778.0,1158.1,870.6,5.3
31.5,19.9,0.8539,1027.9,986.8,909.1,1555.8,715.8,10.5
16.7,33.7,0.7012,1306.0,957.4,953.8,1647.2,1056.4,9.8
22.2,52.0,1.3529,1087.8,955.4,786.5,1744.4,1228.5,10.5
29.3,26.2,1.1603,971.6,855.4,853.6,1355.5,621.3,8.3
18.0,45.6,1.0505,863.6,723.9,989.1,1487.3,891.9,5.2
14.7,48.2,0.8328,1480.8,1297.9,639.2,1944.1,1580.0,17.2
20.0,58.9,1.4672,1094.1,947.5,728.0,1602.7,1124.0,10.0
21.0,43.6,1.0379,1154.6,1117.9,679.8,1862.2,1197.9,12.9
23.3,45.1,1.3122,1077.0,914.6,768.2,1455.3,1050.4,7.3
20.7,40.2,0.9493,1360.0,869.3,1077.4,1600.6,789.0,6.7
22.7,28.7,0.7616,1207.0,870.2,1126.1,1430.4,863.3,7.0
24.6,33.4,0.2263,1143.3,396.3,1871.7,613.4,827.7,0.1
19.1,62.4,1.3195,1206.0,1070.0,608.6,1513.7,1139.3,12.6
11.1,85.4,1.0451,1061.8,692.0,908.0,1164.2,776.2,3.1
30.2,26.4,1.1229,1069.2,1101.3,685.0,1506.7,978.4,11.7
32.1,30.5,1.6837,1198.0,966.1,713.3,1841.1,964.2,10.4
14.6,61.4,1.0086,1326.0,1519.0,525.3,1830.2,1528.6,27.2
27.1,66.1,2.231,1254.0,806.4,826.4,1521.9,795.2,6.1
24.9,29.4,0.934,1114.6,1066.8,891.4,1543.5,1115.8,10.9
25.7,43.0,1.5324,853.6,623.0,1003.2,1391.8,523.7,2.8
4.9,78.2,0.7105,1241.3,1004.9,687.4,1310.4,1112.4,11.4
29.3,33.4,1.3169,1097.1,1122.4,740.5,1907.0,968.6,16.3
15.9,37.4,0.6374,1315.6,1163.4,588.7,1253.0,1419.3,13.0
29.6,29.0,1.1706,1372.6,1443.3,577.7,2164.2,1806.9,24.5
22.1,51.3,1.452,797.0,694.1,1115.5,1511.0,703.0,3.2
19.7,47.7,1.0114,1087.7,849.3,891.0,1544.5,809.6,7.7
22.3,51.2,1.3689,799.0,717.1,1061.8,1511.0,644.8,3.7
26.0,27.4,0.9524,1047.3,833.2,887.2,1421.5,799.0,7.4
12.8,47.1,0.6946,1102.1,948.6,957.5,1371.8,1056.0,8.7
45.2,9.0,0.8012,1036.0,1152.0,731.6,1767.2,1322.1,14.0
6.9,87.5,0.8183,1171.2,915.7,760.2,1164.7,1081.1,9.0
15.0,56.1,0.9358,815.4,561.8,1372.9,955.1,512.0,1.3
21.6,40.1,0.9964,920.7,998.5,776.0,1440.5,917.0,8.7
26.2,51.5,1.7048,920.2,712.5,883.7,1605.8,644.1,4.7
26.0,43.8,1.6157,1279.7,1296.0,531.4,2317.2,1754.3,22.9
38.3,24.5,1.5392,936.5,984.7,778.3,1637.5,706.0,9.0
13.7,64.5,0.9841,982.7,747.6,941.5,1099.1,847.6,4.1
20.4,65.4,1.6755,1433.3,1350.8,479.4,2095.6,1613.0,24.5
25.6,44.0,1.4919,1003.2,964.0,699.3,1507.4,1117.2,9.2
13.6,60.2,1.0041,889.9,608.0,1292.3,1328.9,567.6,1.9
12.7,74.8,1.0442,1501.5,1066.0,771.2,1807.4,1084.4,10.7
24.3,31.1,1.017,972.8,1122.1,800.8,1788.1,1079.7,14.5
39.1,31.5,1.8934,1011.0,840.5,879.8,1501.0,693.6,6.5
15.6,54.1,0.9538,1564.2,1336.6,558.4,2110.1,1579.6,25.5
25.9,35.6,0.2227,1106.1,397.2,1805.8,564.7,650.5,0.1
15.8,41.8,0.8264,1421.1,1299.0,691.2,1854.7,1237.7,18.3
8.4,68.6,0.7283,923.5,631.5,1277.2,1272.0,725.7,2.8
25.9,27.2,1.0594,867.3,765.0,996.7,1179.2,650.0,5.0
24.1,55.1,1.6651,947.4,766.4,835.0,1701.8,971.0,5.7
19.6,61.4,1.5795,1200.5,1131.9,637.4,1772.8,1124.2,15.7
29.5,33.7,1.3562,1180.0,1077.1,600.4,1645.4,1352.4,12.2
17.3,50.7,1.0562,1286.2,1073.1,590.6,1364.8,1287.5,10.6
24.0,32.3,1.0143,1136.0,744.5,1046.4,1431.7,519.9,5.9
40.4,14.4,1.0106,1225.7,1245.3,622.3,1905.8,1430.2,22.1
13.6,56.1,0.9499,1082.3,760.0,865.8,1557.2,998.6,5.4
28.8,18.0,0.7232,957.6,802.6,1150.6,1450.1,606.7,6.2
18.9,39.2,0.8946,1312.7,1114.3,683.0,1830.4,1596.5,14.0
30.1,28.0,1.2712,957.0,859.5,815.1,1414.6,814.8,7.2
30.8,20.7,0.9888,1255.8,1124.7,767.3,1747.9,926.0,12.7
20.5,61.3,1.3745,1401.9,1356.1,515.1,1810.1,1530.6,25.0
24.9,57.1,1.6515,1059.8,962.8,779.1,1393.6,924.7,8.7
28.3,60.3,2.0023,1067.5,945.4,635.2,1792.0,945.7,8.5
19.4,47.9,1.0624,921.6,1011.9,761.3,1616.0,1097.2,9.4
23.5,33.3,0.2261,1056.0,413.1,1780.0,623.6,591.9,0.1
5.4,38.1,0.3444,691.0,442.7,1567.5,691.0,374.8,0.7
12.2,66.5,0.853,1085.7,707.6,1188.2,1315.0,1007.0,4.2
20.6,41.9,1.1654,870.0,749.0,1019.3,1576.2,593.6,4.7
20.6,64.3,1.7355,894.9,667.2,882.7,1500.4,658.4,3.9
20.4,66.7,1.5781,1410.0,1397.8,432.6,2287.5,1984.8,29.7
30.7,37.4,1.5098,1100.6,899.9,817.9,1686.0,983.7,8.2
5.5,83.7,0.7822,1203.8,1144.3,592.2,1292.0,1233.9,12.8
30.2,17.2,0.7167,1141.7,1151.5,857.0,1726.3,986.9,16.6
29.1,24.3,1.016,1120.4,891.1,833.2,1550.4,848.2,9.2
27.2,49.3,1.9097,923.3,623.2,1120.1,1434.2,536.5,2.5
20.9,51.0,1.2926,748.8,658.3,1340.9,1481.0,586.0,2.5
21.8,32.2,0.8407,869.3,673.2,1192.9,1050.0,538.7,3.4
19.6,51.0,1.1354,1747.2,1595.0,586.2,2150.2,1801.8,29.2
18.8,65.2,1.3276,773.8,556.5,1486.7,1348.4,436.1,1.4
21.4,39.6,1.0606,1234.1,903.0,811.0,1756.2,1041.6,9.9
11.5,82.2,1.1115,1094.1,825.7,783.8,1254.3,886.6,6.2
14.2,55.2,0.9486,1407.3,1130.9,675.8,1872.0,1363.2,14.7
26.7,49.3,1.6946,968.1,697.2,1021.6,1427.8,618.2,3.2
22.9,36.1,0.2321,1054.7,400.5,2009.2,559.9,807.5,0.1
16.6,74.3,1.3088,1376.6,1431.0,548.2,2218.7,1408.4,23.3
42.2,13.8,1.1128,1083.0,1043.7,717.0,1497.7,927.0,10.9
25.4,31.7,0.2256,1150.4,365.9,1790.7,644.6,725.2,0.1
16.8,79.4,1.5002,830.2,639.6,1230.6,1418.2,553.9,2.4
8.8,63.4,0.6713,941.2,843.8,800.7,1065.0,989.0,6.6
34.4,25.5,1.6352,1175.0,1067.8,707.2,1823.6,1096.2,13.3
29.4,44.0,1.8104,1058.0,1012.0,696.3,1764.2,1126.8,11.0
17.8,53.3,1.0819,927.3,680.8,990.8,1300.1,715.0,2.9
15.0,34.3,0.6372,1149.5,950.5,914.6,1472.6,930.2,11.8
17.2,49.7,1.0541,805.8,595.0,1081.0,1180.1,741.3,2.2
28.1,27.7,0.9748,1084.0,1116.0,665.4,1682.9,1399.6,17.0
29.3,34.6,1.3549,1070.4,1165.5,702.2,1856.1,1150.4,14.4
15.8,50.8,0.8768,1387.1,1132.2,854.7,1610.8,1348.4,13.4
24.5,29.2,0.8433,1224.8,1218.7,804.3,1744.1,1143.4,17.5
1.3,62.7,0.4457,870.6,741.9,933.8,956.8,905.4,4.6
21.8,43.6,1.1427,1232.8,1108.3,626.2,1739.5,1097.4,17.0
10.8,63.1,0.7925,833.2,459.7,1658.9,1217.8,366.6,0.9
23.6,36.6,1.1288,1065.6,1008.4,714.8,1441.1,1020.8,10.5
32.0,27.0,1.2877,1112.0,1004.2,844.8,1842.9,845.7,12.8
14.6,78.1,1.2593,1617.0,1489.6,409.3,2195.4,1780.9,30.4
21.2,48.5,1.1178,812.0,653.0,1271.0,1236.6,505.9,2.4
23.7,42.6,1.1006,955.0,1025.9,970.0,1701.6,948.0,10.0
9.8,63.3,0.7757,864.2,525.3,1179.8,902.1,636.0,1.4
18.9,36.5,0.7813,1245.4,1063.0,859.7,1597.4,876.5,11.4
16.7,67.7,1.2557,1463.0,1166.6,818.9,1678.9,1641.5,18.3
21.3,54.5,1.2744,1293.9,1294.0,501.8,1768.9,1620.7,20.8
13.7,19.9,0.2837,716.2,711.4,1340.0,718.2,513.0,3.7
22.5,54.0,1.5518,1331.4,1087.3,601.9,1598.4,1153.2,12.8
23.4,35.8,0.9547,1821.2,1537.0,643.6,2520.4,1898.3,32.7
26.6,34.5,1.1513,1074.2,821.1,1010.9,1558.6,739.5,5.5
40.4,16.1,1.0706,912.0,818.9,985.8,1349.0,563.6,6.8
21.5,51.3,1.4735,1240.7,1298.8,568.1,1716.6,1310.7,18.5
33.8,20.3,1.0112,1092.8,1190.0,756.5,2005.5,1207.3,17.6
20.6,46.5,1.0663,898.4,878.8,761.7,1354.0,689.1,8.1
25.3,41.7,1.2362,956.3,774.0,798.9,1297.9,605.4,5.0
12.4,66.2,0.8719,1463.9,1244.2,762.3,1907.9,1477.4,15.4
11.7,77.0,1.1674,1220.9,819.3,844.6,1269.1,1090.9,7.7
22.0,65.7,1.7441,1072.5,932.0,640.8,1483.4,1024.1,9.3
42.5,12.2,0.9941,1118.1,1161.3,705.2,1550.4,983.0,12.7
26.7,41.8,1.3351,1216.9,1101.9,660.3,1827.8,1315.2,15.2
6.6,67.3,0.6945,1322.6,1095.2,935.0,1711.6,1144.3,11.2
24.5,45.5,1.4206,1150.8,903.1,773.7,1581.3,1080.1,9.2
13.2,70.1,1.073,1596.8,1398.7,448.0,1857.4,1887.4,24.2
22.8,63.6,2.0011,1241.3,1104.8,529.2,1890.7,1440.2,16.0
16.4,22.7,0.4248,1000.3,1020.7,733.3,1083.1,1051.5,10.8
16.6,71.1,1.3751,1345.0,1347.6,453.2,1831.2,1497.4,27.1
8.9,80.5,0.8825,1103.6,758.1,1066.8,1382.2,858.5,5.6
38.0,22.0,1.2446,984.9,766.0,949.7,1371.6,606.9,4.8
21.2,22.0,0.5722,913.7,800.9,1012.8,1331.2,507.6,6.6
14.6,71.0,1.3194,964.8,738.0,1065.3,1500.5,935.3,4.5
22.0,52.8,1.3229,759.8,645.1,1113.0,1395.9,781.0,3.2
13.2,71.6,1.1865,1453.4,1334.0,474.3,1667.2,1614.0,21.3
17.3,58.5,1.047,880.7,746.7,1020.2,1210.8,811.0,4.3
16.2,47.0,0.9684,1398.4,1081.0,684.0,1852.3,1474.6,14.6
26.3,26.4,0.8758,1186.6,1251.8,822.0,1830.6,1298.9,19.7
4.3,70.2,0.6074,755.0,597.0,1176.1,992.9,658.4,1.8
27.1,40.2,1.4828,1052.4,997.4,818.7,1712.1,982.3,10.0
15.6,49.2,0.9474,1501.8,1547.6,578.6,2116.8,1626.7,27.2
11.9,68.3,1.0294,1277.3,1160.9,690.8,1815.4,1160.8,17.4
15.6,76.9,1.2564,1083.3,844.1,790.8,1329.2,955.0,7.4
35.3,24.6,1.3515,1359.3,1490.0,587.0,2049.6,1576.4,23.4
5.4,68.7,0.6077,741.0,614.8,1211.8,971.0,660.0,1.8
13.2,37.5,0.5823,798.7,505.9,1677.5,1055.3,388.6,0.9
13.4,56.5,0.9129,1521.5,1156.3,713.8,1868.2,1337.3,15.3
20.6,28.5,0.6941,1087.4,985.0,916.9,1525.6,996.3,11.4
25.4,34.0,0.2301,1081.0,372.5,1796.3,608.4,879.2,0.1
19.4,49.4,1.0323,1379.7,997.0,821.7,1589.4,999.4,9.8
17.9,40.5,0.8728,857.8,734.4,1312.7,1303.4,514.5,3.9
17.4,54.7,1.1471,1030.0,892.0,723.5,1448.0,1030.2,7.9
25.9,40.9,1.2352,819.8,582.0,1168.1,1239.5,514.9,2.3
11.4,50.4,0.657,670.1,407.0,1764.9,866.9,345.8,0.4
14.0,16.4,0.2875,777.6,648.6,1719.1,765.0,467.0,3.8
29.4,26.8,1.0479,1075.2,999.4,802.4,1774.5,894.9,11.6
21.3,36.5,1.04,1336.2,1254.0,578.7,1677.1,1633.0,21.2
22.6,51.9,1.2957,1295.0,1496.0,578.9,2385.0,1502.1,25.8
13.2,65.7,1.0203,911.0,763.4,1017.2,1484.7,809.3,4.5
15.1,53.1,1.0153,802.8,452.1,1756.0,1212.7,380.2,0.8
31.6,28.6,1.277,819.1,613.8,1108.8,1402.8,427.2,2.8
14.7,52.0,0.8716,969.0,770.3,1038.0,1190.8,858.5,5.5
19.2,42.4,0.9026,992.0,1008.8,842.9,1672.7,822.1,10.0
27.0,39.1,1.5086,1183.5,1097.3,620.0,1827.0,1085.8,15.1
14.9,58.7,1.0711,1266.2,1286.5,599.8,1865.0,1314.7,17.5
20.4,66.1,1.6074,1283.7,1253.5,543.4,1737.6,1190.2,17.4
40.1,14.2,0.9715,942.8,879.8,801.7,1384.2,666.4,8.4
13.7,63.9,1.0187,1160.8,926.6,699.4,1256.1,881.3,7.3
15.7,67.6,1.1119,971.2,656.6,902.4,1102.6,669.6,3.1
35.9,20.7,1.2467,896.8,891.3,827.2,1521.5,593.1,7.1
6.5,79.9,0.7475,886.0,696.2,957.5,986.9,822.7,3.0
16.2,58.5,1.2228,1200.2,1018.0,779.1,1905.9,1028.8,12.2
13.9,82.2,1.1716,799.0,578.9,1287.8,1336.6,559.6,1.6
24.8,33.7,0.2258,1084.3,365.9,1936.3,578.0,695.3,0.1
30.9,24.0,1.2023,1081.0,949.6,849.0,1649.0,907.0,9.7
40.3,24.0,1.7127,1022.0,840.5,780.5,1567.2,768.6,6.5
15.0,60.8,1.0677,973.4,771.8,879.7,1208.3,934.4,5.4
31.7,22.9,1.0927,792.4,708.8,1015.0,1370.2,486.1,3.9
30.7,30.0,1.2958,1021.7,968.2,853.4,1668.9,747.7,9.5
18.2,34.5,0.7127,1279.4,896.3,1142.4,1458.2,892.5,8.5
18.1,46.9,0.955,895.8,855.4,847.6,1361.9,797.7,7.3
20.1,69.0,1.5657,997.5,696.0,876.1,1306.2,918.8,3.6
16.1,47.8,0.8286,926.2,789.5,971.0,1351.2,842.9,5.0
29.4,27.8,1.1544,987.9,1028.6,756.0,1690.2,851.9,11.8
32.4,26.6,1.5393,977.6,855.5,756.0,1606.8,622.3,7.8
28.2,27.3,1.0648,936.3,765.4,974.1,1241.7,552.4,5.1
18.2,53.4,1.1285,1542.4,1395.6,525.0,2235.4,1687.7,26.6
32.8,20.6,0.9488,813.8,575.7,1228.9,1322.9,370.6,2.4
14.4,49.7,0.9271,1168.8,897.2,949.7,1547.0,1274.6,8.7
30.6,17.4,0.8124,1069.5,1116.0,740.0,1698.1,868.2,13.9
25.3,44.3,1.6315,1099.0,1023.4,838.0,1916.0,937.0,9.8
11.6,78.6,1.101,987.0,685.1,971.4,1165.2,726.5,3.6
26.6,43.0,1.4039,1095.4,1032.2,765.0,1751.8,992.7,11.9
14.2,54.3,0.9777,857.5,619.5,1020.3,1091.3,577.5,3.1
19.5,64.6,1.5153,896.9,638.4,881.6,1377.0,697.5,3.1
16.5,74.7,1.4056,926.6,764.4,878.0,1271.8,933.0,4.6
25.6,34.6,0.2263,1045.8,365.9,1852.6,564.1,620.8,0.1
18.1,35.4,0.7824,1310.5,1234.2,751.5,1676.0,1387.7,16.5
42.3,15.1,1.2071,1092.2,933.7,764.4,1609.0,981.6,11.0
41.7,14.6,1.0149,869.0,710.8,1131.2,1215.5,439.9,3.8
23.0,50.6,1.4568,962.0,776.9,796.7,1445.3,903.9,4.7
30.5,39.4,1.5745,995.2,751.4,822.5,1487.0,650.7,5.3
10.1,56.8,0.7323,1006.1,826.4,1043.1,1386.7,809.9,5.4
16.7,47.0,0.9986,947.7,737.0,1014.8,1435.5,720.3,4.4
19.5,71.6,1.4997,979.2,733.4,804.5,1388.1,835.0,5.0
22.0,48.9,1.1764,1061.2,847.6,943.3,1563.0,852.0,5.7
23.8,34.7,1.1614,932.0,721.9,862.3,1362.4,666.4,4.5
32.7,25.6,1.179,896.7,836.3,983.7,1547.7,604.8,6.3
28.6,10.3,0.3914,1067.9,1046.0,903.9,1446.6,1147.1,13.8
8.0,78.2,0.9198,1299.8,1192.9,506.0,1621.8,1501.0,19.0
17.5,33.7,0.7276,1234.0,1073.1,741.7,1539.7,1199.9,12.6
31.3,38.6,1.7969,1171.2,1049.3,693.7,1844.9,1438.4,12.8
15.1,63.1,1.0237,1556.8,1547.0,555.2,2308.8,1631.7,28.0
13.3,56.0,0.8975,1137.8,876.9,984.9,1562.1,1178.0,8.1
28.9,39.3,1.7269,1005.0,911.4,740.0,1649.3,771.0,6.8
15.9,53.5,1.0382,1472.9,1173.4,755.8,1871.5,1366.7,13.6
20.5,55.2,1.3674,1048.3,873.0,852.6,1714.6,850.0,7.8
34.2,14.0,0.7773,978.4,1164.4,746.4,1694.4,1140.2,19.0
11.9,64.8,0.8603,1163.9,788.5,1175.2,1364.9,1061.5,5.0
22.6,45.9,1.1867,979.4,874.0,744.0,1534.0,927.1,8.7
32.9,15.9,0.7262,1187.3,1193.8,781.8,1739.0,1168.6,19.9
30.0,36.7,1.5203,1412.7,1530.9,481.6,2151.5,1487.7,27.8
9.5,71.6,0.9004,872.6,538.6,1526.6,1312.7,418.0,1.8
13.6,61.9,1.0031,771.3,510.6,1311.4,1238.0,590.0,1.6
21.7,27.8,0.7067,1135.1,984.1,916.8,1663.0,830.0,9.9
18.7,66.2,1.3479,1032.2,991.8,917.3,1724.2,1003.5,10.2
34.9,30.1,1.7045,1088.3,965.2,738.5,1608.9,1049.3,10.3
18.6,68.4,1.4592,1309.4,1262.4,505.9,1855.3,1341.0,20.1
22.8,61.3,1.6878,1102.0,1066.4,646.0,1736.3,1107.6,11.2
14.6,31.6,0.5329,1012.0,941.3,977.5,1405.0,880.3,8.8
25.5,33.3,0.9815,1171.6,947.4,822.1,1604.3,912.7,10.0
19.6,65.5,1.621,1178.7,852.6,681.0,1455.1,1092.8,8.1
23.6,35.3,0.225,1082.7,401.3,1948.0,638.4,696.4,0.1
24.2,70.5,2.1164,977.6,680.6,908.2,1558.9,582.1,3.9
20.8,44.7,1.1546,761.3,513.1,1494.5,1400.3,410.1,0.9
25.3,50.5,1.4724,1085.6,973.4,878.4,1755.2,933.1,9.3
30.1,27.0,1.2052,1107.8,948.5,741.6,1549.6,865.3,10.3
29.7,30.3,1.4201,1080.7,1174.0,680.1,1988.5,1188.7,14.6
24.8,27.8,0.9041,900.9,909.3,830.3,1463.6,729.3,7.6
11.9,88.7,1.1278,1059.8,803.8,828.0,1330.4,852.6,5.3
38.7,25.3,1.7216,1004.6,737.0,870.0,1453.5,652.0,5.6
1.5,58.2,0.4208,1159.1,1030.2,694.7,1189.3,1367.6,12.9
4.4,54.8,0.4571,838.4,575.3,1203.3,928.6,781.2,1.9
16.5,47.1,0.932,1591.2,1094.4,776.2,1727.1,1532.6,14.6
22.2,25.8,0.6853,859.5,869.3,1006.1,1109.5,662.3,6.4
17.6,33.5,0.6562,974.8,862.1,930.0,1340.4,717.8,8.4
14.8,50.3,0.8069,967.0,799.0,1616.0,1202.2,876.6,5.5
15.2,39.6,0.7228,1260.7,1000.5,818.9,1562.6,983.7,9.7
29.6,33.3,1.4014,1152.0,1088.0,640.3,1663.6,1071.1,14.2
2.2,57.5,0.4218,1160.3,1136.5,631.5,1130.9,1472.3,14.0
31.4,33.1,1.3908,1494.6,1366.8,565.0,1730.5,1442.3,21.0
18.8,44.8,0.884,1110.3,1012.0,757.6,1656.2,1096.2,11.1
18.4,54.5,1.0826,1140.3,859.0,847.4,1563.1,723.8,6.9
26.1,47.1,1.3661,1092.9,945.0,749.6,1612.1,954.4,9.6
26.4,43.6,1.6751,1087.2,1095.9,607.0,1690.7,1116.2,13.7
18.7,29.8,0.6013,1081.7,968.2,974.1,1434.5,763.6,8.7
20.3,58.2,1.3328,880.7,797.6,1041.0,1607.0,874.0,5.2
15.7,59.7,1.1123,1315.1,1266.7,707.2,1956.2,1308.0,17.0
22.5,45.8,1.1225,773.1,658.3,1171.3,1237.8,595.7,2.6
23.0,34.3,1.0518,992.5,939.5,927.8,1501.9,820.0,9.0
36.1,28.1,1.4408,1047.9,876.5,834.0,1716.8,809.5,8.3
23.2,60.2,1.6261,1617.0,1322.6,527.9,1967.6,1621.8,20.8
15.1,50.2,0.8433,997.0,792.5,1040.3,1383.2,626.0,6.2
14.9,50.4,0.8956,1540.4,1201.6,670.1,1864.3,1352.7,19.8
28.8,21.4,0.9695,1068.9,1077.1,936.3,1727.3,826.8,13.1
27.0,31.5,1.0918,1155.4,1069.9,660.2,1686.0,1210.3,14.1
12.8,64.8,1.0661,1213.7,810.3,717.8,1333.1,998.1,6.6
26.3,32.1,1.0968,1128.1,1077.1,736.0,1813.0,1129.9,13.9
35.9,24.6,1.3902,1199.9,1014.6,751.0,1902.7,1146.6,13.2
21.3,33.7,0.8806,1147.4,997.3,828.2,1697.4,1127.0,12.4
22.2,44.7,1.0762,817.3,569.3,1189.6,1316.8,534.1,2.2
17.4,61.6,1.1477,904.9,755.8,917.7,1282.6,795.0,4.5
25.9,44.6,1.4881,1428.6,1561.4,508.0,2085.6,1525.1,28.0
20.3,49.9,1.2852,738.5,536.8,1423.8,1437.2,589.8,1.8
